instrument,month,location_family,rel_path,abs_path,size_bytes,mtime_utc,sha256,md5,day_start_utc,day_end_utc,total_rows,filtered_rows,ts_min_ns,ts_max_ns,subsecond_spacing_rows,nonexact_1s_gap_rows,n_columns,generation,is_fixture_path,manifest_by_path,manifest_line,manifest_md5,manifest_status,manifest_by_md5,native_blocks,overlapping_block_pairs,max_rows_per_timestamp,duplicate_timestamps,filtered_distinct_seconds,filtered_max_rows_per_second,filtered_excess_rows
es,2025-10,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/es/v4_morning_chunk/es_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\es\v4_morning_chunk\es_snapshots_2025-10.parquet,47819676,2026-04-17T08:31:58Z,a6b35f5eda9c8a2efcd21f3e4219e9eb44d40dd72b7f46e9a567b0fa8047e483,04419fb622143e992688dfbc00b9a8a4,14,22,1933204,644410,1759327200000030695,1761944400064085981,5,27,24,v4_morning_chunk,false,PC2_TRANSFER_v4/manifest.csv,77,04419fb622143e992688dfbc00b9a8a4,MATCH,PC2_TRANSFER_v4/manifest.csv:L77->PC2_TRANSFER_v4/processed/es/v4_morning_chunk/es_snapshots_2025-10.parquet; PC2_TRANSFER_v4/manifest.csv:L77->processed/es/v4_morning_chunk/es_snapshots_2025-10.parquet,,,,,,,
es,2025-10,B_processed_v4_morning_chunk,processed/es/v4_morning_chunk/es_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\es\v4_morning_chunk\es_snapshots_2025-10.parquet,47819676,2026-04-17T08:31:58Z,a6b35f5eda9c8a2efcd21f3e4219e9eb44d40dd72b7f46e9a567b0fa8047e483,04419fb622143e992688dfbc00b9a8a4,14,22,1933204,644410,1759327200000030695,1761944400064085981,5,27,24,v4_morning_chunk,false,PC2_TRANSFER_v4/manifest.csv,77,04419fb622143e992688dfbc00b9a8a4,MATCH,PC2_TRANSFER_v4/manifest.csv:L77->PC2_TRANSFER_v4/processed/es/v4_morning_chunk/es_snapshots_2025-10.parquet; PC2_TRANSFER_v4/manifest.csv:L77->processed/es/v4_morning_chunk/es_snapshots_2025-10.parquet,1,0,1,0,644405,2,5
es,2025-11,E_pc2_transfer_processed,pc2_transfer/processed/es/es_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\es\es_snapshots_2025-11.parquet,44692247,2026-04-02T15:13:32Z,16adbf5506d0880d45d55400852d3c9693c7a26b9d6dd040075f1ede95f8bc65,a3ffe1b4a00cfc511f6f6bb5b218eb4d,14,22,1603105,549424,1762178400000014645,1764353700064199879,4,72,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,"",,,,,,,
es,2025-11,A_processed_FIXTURE_PATH,processed/es/es_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\es\es_snapshots_2025-11.parquet,44692247,2026-04-02T15:13:32Z,16adbf5506d0880d45d55400852d3c9693c7a26b9d6dd040075f1ede95f8bc65,a3ffe1b4a00cfc511f6f6bb5b218eb4d,14,22,1603105,549424,1762178400000014645,1764353700064199879,4,72,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,"",1,0,1,0,549421,2,3
es,2025-11,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/es/v4_morning_chunk/es_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\es\v4_morning_chunk\es_snapshots_2025-11.parquet,41758090,2026-04-17T08:53:47Z,7ee48b06da6fc58db24beee409d7a940dd9c1aae22419795e9d7859f04293e14,b42dac8d69e3454c9d00c19a10f7db05,14,22,1533603,518400,1762178400000014645,1764194399000009447,0,17,24,v4_morning_chunk,false,PC2_TRANSFER_v4/manifest.csv,78,b42dac8d69e3454c9d00c19a10f7db05,MATCH,PC2_TRANSFER_v4/manifest.csv:L78->PC2_TRANSFER_v4/processed/es/v4_morning_chunk/es_snapshots_2025-11.parquet; PC2_TRANSFER_v4/manifest.csv:L78->processed/es/v4_morning_chunk/es_snapshots_2025-11.parquet,,,,,,,
es,2025-11,B_processed_v4_morning_chunk,processed/es/v4_morning_chunk/es_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\es\v4_morning_chunk\es_snapshots_2025-11.parquet,41758090,2026-04-17T08:53:47Z,7ee48b06da6fc58db24beee409d7a940dd9c1aae22419795e9d7859f04293e14,b42dac8d69e3454c9d00c19a10f7db05,14,22,1533603,518400,1762178400000014645,1764194399000009447,0,17,24,v4_morning_chunk,false,PC2_TRANSFER_v4/manifest.csv,78,b42dac8d69e3454c9d00c19a10f7db05,MATCH,PC2_TRANSFER_v4/manifest.csv:L78->PC2_TRANSFER_v4/processed/es/v4_morning_chunk/es_snapshots_2025-11.parquet; PC2_TRANSFER_v4/manifest.csv:L78->processed/es/v4_morning_chunk/es_snapshots_2025-11.parquet,1,0,1,0,518400,1,0
es,2025-12,E_pc2_transfer_processed,pc2_transfer/processed/es/es_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\es\es_snapshots_2025-12.parquet,45222133,2026-04-02T15:05:07Z,ab78010d99f03cfc60700e8ec17156b3d354288ef7863ad084058c02e12f42fb,5fd55a709948fcaaefb65225bcb53e25,14,22,1818509,620108,1764597600000013529,1767218399706105827,6,28,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,"",,,,,,,
es,2025-12,A_processed_FIXTURE_PATH,processed/es/es_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\es\es_snapshots_2025-12.parquet,45222133,2026-04-02T15:05:07Z,ab78010d99f03cfc60700e8ec17156b3d354288ef7863ad084058c02e12f42fb,5fd55a709948fcaaefb65225bcb53e25,14,22,1818509,620108,1764597600000013529,1767218399706105827,6,28,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,"",1,0,1,0,620102,2,6
es,2025-12,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/es/v4_morning_chunk/es_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\es\v4_morning_chunk\es_snapshots_2025-12.parquet,42581231,2026-04-17T09:08:28Z,fc60f9a6eff84da1f282317098d22b4feabcc914f056d8b8b67e58f2ce918b34,f765bec8fc6a73aed212379cdc54028f,14,22,1844105,620102,1764597600000013529,1767218399000011701,1,22,24,v4_morning_chunk,false,PC2_TRANSFER_v4/manifest.csv,79,f765bec8fc6a73aed212379cdc54028f,MATCH,PC2_TRANSFER_v4/manifest.csv:L79->PC2_TRANSFER_v4/processed/es/v4_morning_chunk/es_snapshots_2025-12.parquet; PC2_TRANSFER_v4/manifest.csv:L79->processed/es/v4_morning_chunk/es_snapshots_2025-12.parquet,,,,,,,
es,2025-12,B_processed_v4_morning_chunk,processed/es/v4_morning_chunk/es_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\es\v4_morning_chunk\es_snapshots_2025-12.parquet,42581231,2026-04-17T09:08:28Z,fc60f9a6eff84da1f282317098d22b4feabcc914f056d8b8b67e58f2ce918b34,f765bec8fc6a73aed212379cdc54028f,14,22,1844105,620102,1764597600000013529,1767218399000011701,1,22,24,v4_morning_chunk,false,PC2_TRANSFER_v4/manifest.csv,79,f765bec8fc6a73aed212379cdc54028f,MATCH,PC2_TRANSFER_v4/manifest.csv:L79->PC2_TRANSFER_v4/processed/es/v4_morning_chunk/es_snapshots_2025-12.parquet; PC2_TRANSFER_v4/manifest.csv:L79->processed/es/v4_morning_chunk/es_snapshots_2025-12.parquet,1,0,1,0,620101,2,1
gc,2025-01,E_pc2_transfer_processed,pc2_transfer/processed/gc/gc_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\gc\gc_snapshots_2025-01.parquet,39944282,2026-03-31T21:32:01Z,dbb5b89f1e79de520c41831a24e9f7a1e4a7a83f7492fad3e8f04c1dc3940089,b0648d9c7098bc0b6e30c000b4ee27c9,13,22,1884670,761737,1735477206146566929,1738360799911380153,120670,120974,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L1->pc2_transfer/transfer/data/gc/gc_snapshots_2025-01.parquet; transfer/checksums.txt:L1->transfer/data/gc/gc_snapshots_2025-01.parquet,,,,,,,
gc,2025-01,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/gc/gc_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\gc\gc_snapshots_2025-01.parquet,39944282,2026-04-07T15:26:11Z,dbb5b89f1e79de520c41831a24e9f7a1e4a7a83f7492fad3e8f04c1dc3940089,b0648d9c7098bc0b6e30c000b4ee27c9,13,22,1884670,761737,1735477206146566929,1738360799911380153,120670,120974,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,1,b0648d9c7098bc0b6e30c000b4ee27c9,MATCH,pc2_transfer/transfer/checksums.txt:L1->pc2_transfer/transfer/data/gc/gc_snapshots_2025-01.parquet; transfer/checksums.txt:L1->transfer/data/gc/gc_snapshots_2025-01.parquet,,,,,,,
gc,2025-01,A_processed_FIXTURE_PATH,processed/gc/gc_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\gc\gc_snapshots_2025-01.parquet,39944282,2026-03-31T21:32:01Z,dbb5b89f1e79de520c41831a24e9f7a1e4a7a83f7492fad3e8f04c1dc3940089,b0648d9c7098bc0b6e30c000b4ee27c9,13,22,1884670,761737,1735477206146566929,1738360799911380153,120670,120974,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L1->pc2_transfer/transfer/data/gc/gc_snapshots_2025-01.parquet; transfer/checksums.txt:L1->transfer/data/gc/gc_snapshots_2025-01.parquet,19,18,5,6219,697841,5,63896
gc,2025-01,G_transfer_data,transfer/data/gc/gc_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\transfer\data\gc\gc_snapshots_2025-01.parquet,39944282,2026-04-07T15:26:11Z,dbb5b89f1e79de520c41831a24e9f7a1e4a7a83f7492fad3e8f04c1dc3940089,b0648d9c7098bc0b6e30c000b4ee27c9,13,22,1884670,761737,1735477206146566929,1738360799911380153,120670,120974,24,v3_pre_gapfill,false,transfer/checksums.txt,1,b0648d9c7098bc0b6e30c000b4ee27c9,MATCH,pc2_transfer/transfer/checksums.txt:L1->pc2_transfer/transfer/data/gc/gc_snapshots_2025-01.parquet; transfer/checksums.txt:L1->transfer/data/gc/gc_snapshots_2025-01.parquet,,,,,,,
gc,2025-01,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\gc\v4_gapfill\gc_snapshots_2025-01.parquet,37629907,2026-04-17T09:45:39Z,5d9454aded8002d47e9c731b8e1832143870ca30decfd80fb034740b07b78454,154db450db8ee84c6603c42ceb9b370e,13,22,1778393,680400,1735822800000021117,1738360799000013487,0,20,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,104,154db450db8ee84c6603c42ceb9b370e,MATCH,PC2_TRANSFER_v4/manifest.csv:L104->PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-01.parquet; PC2_TRANSFER_v4/manifest.csv:L104->processed/gc/v4_gapfill/gc_snapshots_2025-01.parquet,,,,,,,
gc,2025-01,B_processed_v4_gapfill,processed/gc/v4_gapfill/gc_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\gc\v4_gapfill\gc_snapshots_2025-01.parquet,37629907,2026-04-17T09:45:39Z,5d9454aded8002d47e9c731b8e1832143870ca30decfd80fb034740b07b78454,154db450db8ee84c6603c42ceb9b370e,13,22,1778393,680400,1735822800000021117,1738360799000013487,0,20,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,104,154db450db8ee84c6603c42ceb9b370e,MATCH,PC2_TRANSFER_v4/manifest.csv:L104->PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-01.parquet; PC2_TRANSFER_v4/manifest.csv:L104->processed/gc/v4_gapfill/gc_snapshots_2025-01.parquet,1,0,1,0,680400,1,0
gc,2025-08,E_pc2_transfer_processed,pc2_transfer/processed/gc/gc_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\gc\gc_snapshots_2025-08.parquet,41277290,2026-03-31T22:47:22Z,60f844194905dffde981763228407e0e6e1647613ba26d9401a35de289bd57ef,fe2de4de245692455ddb60e4da14f948,13,22,1851278,692042,1753710330250725259,1756501199773038517,139135,139481,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L8->pc2_transfer/transfer/data/gc/gc_snapshots_2025-08.parquet; transfer/checksums.txt:L8->transfer/data/gc/gc_snapshots_2025-08.parquet,,,,,,,
gc,2025-08,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/gc/gc_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\gc\gc_snapshots_2025-08.parquet,41277290,2026-04-07T15:26:11Z,60f844194905dffde981763228407e0e6e1647613ba26d9401a35de289bd57ef,fe2de4de245692455ddb60e4da14f948,13,22,1851278,692042,1753710330250725259,1756501199773038517,139135,139481,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,8,fe2de4de245692455ddb60e4da14f948,MATCH,pc2_transfer/transfer/checksums.txt:L8->pc2_transfer/transfer/data/gc/gc_snapshots_2025-08.parquet; transfer/checksums.txt:L8->transfer/data/gc/gc_snapshots_2025-08.parquet,,,,,,,
gc,2025-08,A_processed_FIXTURE_PATH,processed/gc/gc_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\gc\gc_snapshots_2025-08.parquet,41277290,2026-03-31T22:47:22Z,60f844194905dffde981763228407e0e6e1647613ba26d9401a35de289bd57ef,fe2de4de245692455ddb60e4da14f948,13,22,1851278,692042,1753710330250725259,1756501199773038517,139135,139481,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L8->pc2_transfer/transfer/data/gc/gc_snapshots_2025-08.parquet; transfer/checksums.txt:L8->transfer/data/gc/gc_snapshots_2025-08.parquet,17,16,5,8042,617557,5,74485
gc,2025-08,G_transfer_data,transfer/data/gc/gc_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\transfer\data\gc\gc_snapshots_2025-08.parquet,41277290,2026-04-07T15:26:11Z,60f844194905dffde981763228407e0e6e1647613ba26d9401a35de289bd57ef,fe2de4de245692455ddb60e4da14f948,13,22,1851278,692042,1753710330250725259,1756501199773038517,139135,139481,24,v3_pre_gapfill,false,transfer/checksums.txt,8,fe2de4de245692455ddb60e4da14f948,MATCH,pc2_transfer/transfer/checksums.txt:L8->pc2_transfer/transfer/data/gc/gc_snapshots_2025-08.parquet; transfer/checksums.txt:L8->transfer/data/gc/gc_snapshots_2025-08.parquet,,,,,,,
gc,2025-08,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\gc\v4_gapfill\gc_snapshots_2025-08.parquet,39920120,2026-04-17T10:10:04Z,7b6c7328444e3c1c69185629b545e02daf8829d6de9889ee167ba055e7450c5f,f26a71d1eab8db2a9550d2d9c6416f7a,13,22,1761718,663733,1754053200000045813,1756501200076020223,5,25,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,111,f26a71d1eab8db2a9550d2d9c6416f7a,MATCH,PC2_TRANSFER_v4/manifest.csv:L111->PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-08.parquet; PC2_TRANSFER_v4/manifest.csv:L111->processed/gc/v4_gapfill/gc_snapshots_2025-08.parquet,,,,,,,
gc,2025-08,B_processed_v4_gapfill,processed/gc/v4_gapfill/gc_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\gc\v4_gapfill\gc_snapshots_2025-08.parquet,39920120,2026-04-17T10:10:04Z,7b6c7328444e3c1c69185629b545e02daf8829d6de9889ee167ba055e7450c5f,f26a71d1eab8db2a9550d2d9c6416f7a,13,22,1761718,663733,1754053200000045813,1756501200076020223,5,25,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,111,f26a71d1eab8db2a9550d2d9c6416f7a,MATCH,PC2_TRANSFER_v4/manifest.csv:L111->PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-08.parquet; PC2_TRANSFER_v4/manifest.csv:L111->processed/gc/v4_gapfill/gc_snapshots_2025-08.parquet,1,0,1,0,663728,2,5
gc,2025-09,E_pc2_transfer_processed,pc2_transfer/processed/gc/gc_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\gc\gc_snapshots_2025-09.parquet,48259296,2026-03-31T23:02:06Z,73553c549bede3e099b54343140e093de8aa2c29223bf61b4b70c9ec401a0d7a,977c259ec3a894934e09cf772b0c6997,13,22,1955995,734281,1756674003639690831,1759265999790591911,181109,181318,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L9->pc2_transfer/transfer/data/gc/gc_snapshots_2025-09.parquet; transfer/checksums.txt:L9->transfer/data/gc/gc_snapshots_2025-09.parquet,,,,,,,
gc,2025-09,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/gc/gc_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\gc\gc_snapshots_2025-09.parquet,48259296,2026-04-07T15:26:11Z,73553c549bede3e099b54343140e093de8aa2c29223bf61b4b70c9ec401a0d7a,977c259ec3a894934e09cf772b0c6997,13,22,1955995,734281,1756674003639690831,1759265999790591911,181109,181318,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,9,977c259ec3a894934e09cf772b0c6997,MATCH,pc2_transfer/transfer/checksums.txt:L9->pc2_transfer/transfer/data/gc/gc_snapshots_2025-09.parquet; transfer/checksums.txt:L9->transfer/data/gc/gc_snapshots_2025-09.parquet,,,,,,,
gc,2025-09,A_processed_FIXTURE_PATH,processed/gc/gc_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\gc\gc_snapshots_2025-09.parquet,48259296,2026-03-31T23:02:06Z,73553c549bede3e099b54343140e093de8aa2c29223bf61b4b70c9ec401a0d7a,977c259ec3a894934e09cf772b0c6997,13,22,1955995,734281,1756674003639690831,1759265999790591911,181109,181318,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L9->pc2_transfer/transfer/data/gc/gc_snapshots_2025-09.parquet; transfer/checksums.txt:L9->transfer/data/gc/gc_snapshots_2025-09.parquet,18,17,5,9044,638773,5,95508
gc,2025-09,G_transfer_data,transfer/data/gc/gc_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\transfer\data\gc\gc_snapshots_2025-09.parquet,48259296,2026-04-07T15:26:11Z,73553c549bede3e099b54343140e093de8aa2c29223bf61b4b70c9ec401a0d7a,977c259ec3a894934e09cf772b0c6997,13,22,1955995,734281,1756674003639690831,1759265999790591911,181109,181318,24,v3_pre_gapfill,false,transfer/checksums.txt,9,977c259ec3a894934e09cf772b0c6997,MATCH,pc2_transfer/transfer/checksums.txt:L9->pc2_transfer/transfer/data/gc/gc_snapshots_2025-09.parquet; transfer/checksums.txt:L9->transfer/data/gc/gc_snapshots_2025-09.parquet,,,,,,,
gc,2025-09,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\gc\v4_gapfill\gc_snapshots_2025-09.parquet,45689591,2026-04-17T10:14:50Z,7f5a63bdaa0660d9223a43a848d3a813a40c92f60ea0d116cdf08a0cc6b3b1c4,4c89b8d19eafb140044ee46faff9e9d8,13,22,1771196,666008,1756818000000054767,1759269599000059857,4,24,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,112,4c89b8d19eafb140044ee46faff9e9d8,MATCH,PC2_TRANSFER_v4/manifest.csv:L112->PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-09.parquet; PC2_TRANSFER_v4/manifest.csv:L112->processed/gc/v4_gapfill/gc_snapshots_2025-09.parquet,,,,,,,
gc,2025-09,B_processed_v4_gapfill,processed/gc/v4_gapfill/gc_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\gc\v4_gapfill\gc_snapshots_2025-09.parquet,45689591,2026-04-17T10:14:50Z,7f5a63bdaa0660d9223a43a848d3a813a40c92f60ea0d116cdf08a0cc6b3b1c4,4c89b8d19eafb140044ee46faff9e9d8,13,22,1771196,666008,1756818000000054767,1759269599000059857,4,24,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,112,4c89b8d19eafb140044ee46faff9e9d8,MATCH,PC2_TRANSFER_v4/manifest.csv:L112->PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-09.parquet; PC2_TRANSFER_v4/manifest.csv:L112->processed/gc/v4_gapfill/gc_snapshots_2025-09.parquet,1,0,1,0,666004,2,4
gc,2025-10,E_pc2_transfer_processed,pc2_transfer/processed/gc/gc_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\gc\gc_snapshots_2025-10.parquet,57161655,2026-03-31T23:26:12Z,7b03b932f2ae5772ec29d1741262ccc12c84f6618fcc3472344ef34a38ca53b3,cd138586629eb8e8b957b9d504b4e0cf,13,22,2048494,772448,1759093260002974445,1761944399918293025,172222,172553,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L10->pc2_transfer/transfer/data/gc/gc_snapshots_2025-10.parquet; transfer/checksums.txt:L10->transfer/data/gc/gc_snapshots_2025-10.parquet,,,,,,,
gc,2025-10,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/gc/gc_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\gc\gc_snapshots_2025-10.parquet,57161655,2026-04-07T15:26:11Z,7b03b932f2ae5772ec29d1741262ccc12c84f6618fcc3472344ef34a38ca53b3,cd138586629eb8e8b957b9d504b4e0cf,13,22,2048494,772448,1759093260002974445,1761944399918293025,172222,172553,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,10,cd138586629eb8e8b957b9d504b4e0cf,MATCH,pc2_transfer/transfer/checksums.txt:L10->pc2_transfer/transfer/data/gc/gc_snapshots_2025-10.parquet; transfer/checksums.txt:L10->transfer/data/gc/gc_snapshots_2025-10.parquet,,,,,,,
gc,2025-10,A_processed_FIXTURE_PATH,processed/gc/gc_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\gc\gc_snapshots_2025-10.parquet,57161655,2026-03-31T23:26:12Z,7b03b932f2ae5772ec29d1741262ccc12c84f6618fcc3472344ef34a38ca53b3,cd138586629eb8e8b957b9d504b4e0cf,13,22,2048494,772448,1759093260002974445,1761944399918293025,172222,172553,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L10->pc2_transfer/transfer/data/gc/gc_snapshots_2025-10.parquet; transfer/checksums.txt:L10->transfer/data/gc/gc_snapshots_2025-10.parquet,19,18,5,14710,678991,5,93457
gc,2025-10,G_transfer_data,transfer/data/gc/gc_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\transfer\data\gc\gc_snapshots_2025-10.parquet,57161655,2026-04-07T15:26:11Z,7b03b932f2ae5772ec29d1741262ccc12c84f6618fcc3472344ef34a38ca53b3,cd138586629eb8e8b957b9d504b4e0cf,13,22,2048494,772448,1759093260002974445,1761944399918293025,172222,172553,24,v3_pre_gapfill,false,transfer/checksums.txt,10,cd138586629eb8e8b957b9d504b4e0cf,MATCH,pc2_transfer/transfer/checksums.txt:L10->pc2_transfer/transfer/data/gc/gc_snapshots_2025-10.parquet; transfer/checksums.txt:L10->transfer/data/gc/gc_snapshots_2025-10.parquet,,,,,,,
gc,2025-10,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\gc\v4_gapfill\gc_snapshots_2025-10.parquet,55409436,2026-04-17T10:22:27Z,9f0ba8bbc1bd16216ea825dc8ff9721e6b11d0a7e9944b0570038bb5450a5b33,a97cac189cca05b91ce1bf2da5781d6c,13,22,1933204,727210,1759323600000022807,1761944400076030265,5,27,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,113,a97cac189cca05b91ce1bf2da5781d6c,MATCH,PC2_TRANSFER_v4/manifest.csv:L113->PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-10.parquet; PC2_TRANSFER_v4/manifest.csv:L113->processed/gc/v4_gapfill/gc_snapshots_2025-10.parquet,,,,,,,
gc,2025-10,B_processed_v4_gapfill,processed/gc/v4_gapfill/gc_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\gc\v4_gapfill\gc_snapshots_2025-10.parquet,55409436,2026-04-17T10:22:27Z,9f0ba8bbc1bd16216ea825dc8ff9721e6b11d0a7e9944b0570038bb5450a5b33,a97cac189cca05b91ce1bf2da5781d6c,13,22,1933204,727210,1759323600000022807,1761944400076030265,5,27,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,113,a97cac189cca05b91ce1bf2da5781d6c,MATCH,PC2_TRANSFER_v4/manifest.csv:L113->PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-10.parquet; PC2_TRANSFER_v4/manifest.csv:L113->processed/gc/v4_gapfill/gc_snapshots_2025-10.parquet,1,0,1,0,727205,2,5
gc,2025-11,E_pc2_transfer_processed,pc2_transfer/processed/gc/gc_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\gc\gc_snapshots_2025-11.parquet,42785447,2026-03-31T23:39:43Z,4e29cccd7c81411122c88c36c2519f965949349c5da17e05301244bdac49de01,ecad11bb252dda7916c05d5fc1f95e34,13,22,1666570,674039,1762088407491197109,1764359100076189887,91958,92108,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L11->pc2_transfer/transfer/data/gc/gc_snapshots_2025-11.parquet; transfer/checksums.txt:L11->transfer/data/gc/gc_snapshots_2025-11.parquet,,,,,,,
